# l                Dl               -dDl             +dDl             
  1.48500000e+03  -4.08768534e+01   2.08693062e+01   2.08693062e+01
  1.48600000e+03  -5.95214926e+01   2.08757732e+01   2.08757732e+01
  1.48700000e+03   6.80331745e+00   2.08819940e+01   2.08819940e+01
  1.48800000e+03  -1.35915962e+01   2.08879764e+01   2.08879764e+01
  1.48900000e+03  -2.73312238e+01   2.08937242e+01   2.08937242e+01
  1.49000000e+03   1.43278661e+01   2.08992436e+01   2.08992436e+01
  1.49100000e+03   5.57451259e+01   2.09045343e+01   2.09045343e+01
  1.49200000e+03  -6.15532729e+00   2.09095977e+01   2.09095977e+01
  1.49300000e+03  -1.64441269e+01   2.09144422e+01   2.09144422e+01
  1.49400000e+03   4.46141401e+00   2.09190686e+01   2.09190686e+01
  1.49500000e+03   3.28227186e+00   2.09234865e+01   2.09234865e+01
  1.49600000e+03   3.07825180e+01   2.09277002e+01   2.09277002e+01
  1.49700000e+03  -3.47072977e+01   2.09317092e+01   2.09317092e+01
  1.49800000e+03   1.60053157e+01   2.09355213e+01   2.09355213e+01
  1.49900000e+03   6.12789530e+00   2.09391432e+01   2.09391432e+01
  1.50000000e+03  -1.99976123e+01   2.09425761e+01   2.09425761e+01
  1.50100000e+03  -4.37294215e+01   2.09458284e+01   2.09458284e+01
  1.50200000e+03   8.67620234e+00   2.09489027e+01   2.09489027e+01
  1.50300000e+03   1.65223965e+01   2.09518049e+01   2.09518049e+01
  1.50400000e+03  -9.82261985e+00   2.09545407e+01   2.09545407e+01
  1.50500000e+03  -1.10294037e+01   2.09571133e+01   2.09571133e+01
  1.50600000e+03   2.16862523e+01   2.09596744e+01   2.09596744e+01
  1.50700000e+03   2.62471421e+01   2.09620994e+01   2.09620994e+01
  1.50800000e+03  -1.33223406e+01   2.09643812e+01   2.09643812e+01
  1.50900000e+03   1.35658318e+01   2.09665303e+01   2.09665303e+01
  1.51000000e+03   3.93713181e+01   2.09685435e+01   2.09685435e+01
  1.51100000e+03  -2.57759071e+01   2.09704364e+01   2.09704364e+01
  1.51200000e+03   1.18743715e+01   2.09722074e+01   2.09722074e+01
  1.51300000e+03   3.68266479e+01   2.09738646e+01   2.09738646e+01
  1.51400000e+03   1.98639296e+01   2.09754162e+01   2.09754162e+01
  1.51500000e+03   1.01566922e+01   2.09768644e+01   2.09768644e+01
  1.51600000e+03  -1.17366425e+01   2.09782129e+01   2.09782129e+01
  1.51700000e+03   2.77234204e+01   2.09794724e+01   2.09794724e+01
  1.51800000e+03   2.35445433e+01   2.09806520e+01   2.09806520e+01
  1.51900000e+03  -2.70943814e+01   2.09817556e+01   2.09817556e+01
  1.52000000e+03  -5.70179350e+00   2.09827883e+01   2.09827883e+01
  1.52100000e+03  -1.31409788e+01   2.09837525e+01   2.09837525e+01
  1.52200000e+03  -2.57761367e+00   2.09846647e+01   2.09846647e+01
  1.52300000e+03   1.68565737e+01   2.09855222e+01   2.09855222e+01
  1.52400000e+03   3.09049438e+01   2.09863478e+01   2.09863478e+01
  1.52500000e+03  -3.97743596e+01   2.09871317e+01   2.09871317e+01
  1.52600000e+03   3.16524829e+01   2.09878885e+01   2.09878885e+01
  1.52700000e+03   1.77716235e+01   2.09886181e+01   2.09886181e+01
  1.52800000e+03   2.76836248e+00   2.09893423e+01   2.09893423e+01
  1.52900000e+03   5.75411380e+01   2.09900635e+01   2.09900635e+01
  1.53000000e+03  -2.02996796e+00   2.09907792e+01   2.09907792e+01
  1.53100000e+03   4.01969776e+00   2.09915014e+01   2.09915014e+01
  1.53200000e+03   2.07538771e+01   2.09922378e+01   2.09922378e+01
  1.53300000e+03  -2.38734674e+01   2.09929995e+01   2.09929995e+01
  1.53400000e+03   3.52934396e+01   2.09937885e+01   2.09937885e+01
  1.53500000e+03   1.88280524e+01   2.09946204e+01   2.09946204e+01
  1.53600000e+03   5.65985154e+00   2.09954955e+01   2.09954955e+01
  1.53700000e+03  -2.49915409e+00   2.09964240e+01   2.09964240e+01
  1.53800000e+03   2.47411769e+01   2.09974180e+01   2.09974180e+01
  1.53900000e+03   1.00807386e+01   2.09984794e+01   2.09984794e+01
  1.54000000e+03   1.89366628e+01   2.09996246e+01   2.09996246e+01
  1.54100000e+03  -2.90727608e+01   2.10008584e+01   2.10008584e+01
  1.54200000e+03   2.79482382e+00   2.10021828e+01   2.10021828e+01
  1.54300000e+03   3.17734679e+01   2.10036184e+01   2.10036184e+01
  1.54400000e+03   4.60026461e+01   2.10051646e+01   2.10051646e+01
  1.54500000e+03   2.50322172e+01   2.10068358e+01   2.10068358e+01
  1.54600000e+03  -3.85805409e+01   2.10086335e+01   2.10086335e+01
  1.54700000e+03   4.18383872e+01   2.10105660e+01   2.10105660e+01
  1.54800000e+03   1.00765370e+01   2.10126372e+01   2.10126372e+01
  1.54900000e+03  -3.20661286e+01   2.10148646e+01   2.10148646e+01
  1.55000000e+03   1.95412657e+01   2.10172537e+01   2.10172537e+01
  1.55100000e+03   2.80071383e+01   2.10198027e+01   2.10198027e+01
  1.55200000e+03  -2.78663574e+00   2.10225324e+01   2.10225324e+01
  1.55300000e+03  -2.14617048e+01   2.10254457e+01   2.10254457e+01
  1.55400000e+03   3.47470212e+01   2.10285501e+01   2.10285501e+01
  1.55500000e+03   1.73795763e+01   2.10318550e+01   2.10318550e+01
  1.55600000e+03   3.75732951e+00   2.10353749e+01   2.10353749e+01
  1.55700000e+03   1.24576538e+01   2.10391062e+01   2.10391062e+01
  1.55800000e+03   3.62039022e+01   2.10430653e+01   2.10430653e+01
  1.55900000e+03  -3.43522490e+01   2.10472583e+01   2.10472583e+01
  1.56000000e+03   5.03544781e+00   2.10516996e+01   2.10516996e+01
  1.56100000e+03   6.91927674e+00   2.10563973e+01   2.10563973e+01
  1.56200000e+03  -2.62790198e+01   2.10613462e+01   2.10613462e+01
  1.56300000e+03   6.44270300e+00   2.10665647e+01   2.10665647e+01
  1.56400000e+03   2.39558800e+01   2.10720501e+01   2.10720501e+01
  1.56500000e+03  -1.51650362e+01   2.10778158e+01   2.10778158e+01
  1.56600000e+03  -9.16455867e+00   2.10838774e+01   2.10838774e+01
  1.56700000e+03   2.65339644e+01   2.10902205e+01   2.10902205e+01
  1.56800000e+03  -2.24036142e+01   2.10968670e+01   2.10968670e+01
  1.56900000e+03  -1.04072575e+01   2.11038272e+01   2.11038272e+01
  1.57000000e+03  -2.88946893e+01   2.11110952e+01   2.11110952e+01
  1.57100000e+03   3.00658356e+00   2.11186932e+01   2.11186932e+01
  1.57200000e+03  -4.98699509e+01   2.11266215e+01   2.11266215e+01
  1.57300000e+03   2.75337107e+00   2.11348875e+01   2.11348875e+01
  1.57400000e+03  -2.81599504e+00   2.11434990e+01   2.11434990e+01
  1.57500000e+03   4.65337857e+00   2.11524577e+01   2.11524577e+01
  1.57600000e+03  -2.88534294e+01   2.11617879e+01   2.11617879e+01
  1.57700000e+03   3.68906841e+01   2.11714840e+01   2.11714840e+01
  1.57800000e+03  -1.78262732e+01   2.11815561e+01   2.11815561e+01
  1.57900000e+03   6.81423024e+00   2.11920027e+01   2.11920027e+01
  1.58000000e+03   2.87094542e+00   2.12028339e+01   2.12028339e+01
  1.58100000e+03   1.50476892e+00   2.12140500e+01   2.12140500e+01
  1.58200000e+03   1.31390222e+01   2.12256547e+01   2.12256547e+01
  1.58300000e+03  -1.21454035e+00   2.12376753e+01   2.12376753e+01
  1.58400000e+03   7.72873470e-01   2.12500874e+01   2.12500874e+01
  1.58500000e+03   1.90714647e+01   2.12629085e+01   2.12629085e+01
  1.58600000e+03  -3.22202592e+01   2.12761427e+01   2.12761427e+01
  1.58700000e+03   2.08330989e+01   2.12897941e+01   2.12897941e+01
  1.58800000e+03  -9.44652791e+00   2.13038668e+01   2.13038668e+01
  1.58900000e+03  -3.78340307e+01   2.13183763e+01   2.13183763e+01
  1.59000000e+03  -3.21690774e+01   2.13333152e+01   2.13333152e+01
  1.59100000e+03   3.57095089e+00   2.13486900e+01   2.13486900e+01
  1.59200000e+03  -1.48499498e+01   2.13645086e+01   2.13645086e+01
  1.59300000e+03  -4.59842255e+01   2.13807801e+01   2.13807801e+01
  1.59400000e+03  -2.51634033e+01   2.13974969e+01   2.13974969e+01
  1.59500000e+03   1.24886308e+01   2.14146777e+01   2.14146777e+01
  1.59600000e+03  -8.08630506e+00   2.14323057e+01   2.14323057e+01
  1.59700000e+03   1.73975407e+01   2.14504013e+01   2.14504013e+01
  1.59800000e+03  -3.80985851e+01   2.14689495e+01   2.14689495e+01
  1.59900000e+03   1.57043005e+01   2.14879696e+01   2.14879696e+01
  1.60000000e+03  -4.05872706e+01   2.15074593e+01   2.15074593e+01
  1.60100000e+03  -1.95407616e+01   2.15274143e+01   2.15274143e+01
  1.60200000e+03   4.40065031e+01   2.15478451e+01   2.15478451e+01
  1.60300000e+03   1.82052547e+01   2.15687496e+01   2.15687496e+01
  1.60400000e+03   1.24656147e+01   2.15901321e+01   2.15901321e+01
  1.60500000e+03  -2.87296303e+01   2.16119912e+01   2.16119912e+01
  1.60600000e+03  -2.26919495e+01   2.16343354e+01   2.16343354e+01
  1.60700000e+03   2.29394616e+01   2.16571599e+01   2.16571599e+01
  1.60800000e+03  -5.02379135e+01   2.16804746e+01   2.16804746e+01
  1.60900000e+03  -2.01144952e+01   2.17042778e+01   2.17042778e+01
  1.61000000e+03   1.13750287e+01   2.17285687e+01   2.17285687e+01
  1.61100000e+03  -1.73735241e+01   2.17533591e+01   2.17533591e+01
  1.61200000e+03  -1.57222515e+01   2.17786329e+01   2.17786329e+01
  1.61300000e+03   2.69952807e+00   2.18044026e+01   2.18044026e+01
  1.61400000e+03  -1.05821866e+01   2.18306590e+01   2.18306590e+01
  1.61500000e+03  -1.40953245e+01   2.18574039e+01   2.18574039e+01
  1.61600000e+03   1.96236709e+01   2.18846420e+01   2.18846420e+01
  1.61700000e+03   2.36093797e+00   2.19123617e+01   2.19123617e+01
  1.61800000e+03   1.11900934e+00   2.19405703e+01   2.19405703e+01
  1.61900000e+03  -3.07217120e+01   2.19692742e+01   2.19692742e+01
  1.62000000e+03  -4.16063775e+01   2.19984499e+01   2.19984499e+01
  1.62100000e+03  -3.38444964e+01   2.20281163e+01   2.20281163e+01
  1.62200000e+03   3.28965004e+01   2.20582583e+01   2.20582583e+01
  1.62300000e+03   2.13119246e+00   2.20888854e+01   2.20888854e+01
  1.62400000e+03  -9.47587459e+00   2.21199918e+01   2.21199918e+01
  1.62500000e+03  -3.31188872e+01   2.21515799e+01   2.21515799e+01
  1.62600000e+03  -4.03041120e+01   2.21836401e+01   2.21836401e+01
  1.62700000e+03  -1.60998431e+01   2.22161797e+01   2.22161797e+01
  1.62800000e+03   1.24863142e+01   2.22491917e+01   2.22491917e+01
  1.62900000e+03  -1.68796537e+01   2.22826724e+01   2.22826724e+01
  1.63000000e+03  -1.81661307e+01   2.23166129e+01   2.23166129e+01
  1.63100000e+03  -1.94182259e+01   2.23510236e+01   2.23510236e+01
  1.63200000e+03  -3.75137761e+01   2.23859008e+01   2.23859008e+01
  1.63300000e+03  -6.80375955e+01   2.24212271e+01   2.24212271e+01
  1.63400000e+03  -3.00310371e+01   2.24570076e+01   2.24570076e+01
  1.63500000e+03  -1.19778170e+01   2.24932347e+01   2.24932347e+01
  1.63600000e+03  -5.78326189e+01   2.25299080e+01   2.25299080e+01
  1.63700000e+03  -1.18323502e+01   2.25670206e+01   2.25670206e+01
  1.63800000e+03  -5.64135630e+01   2.26045778e+01   2.26045778e+01
  1.63900000e+03  -1.73281648e+01   2.26425621e+01   2.26425621e+01
  1.64000000e+03  -1.89453019e+01   2.26809822e+01   2.26809822e+01
  1.64100000e+03  -5.17587103e+01   2.27198338e+01   2.27198338e+01
  1.64200000e+03  -1.15652710e+01   2.27590975e+01   2.27590975e+01
  1.64300000e+03  -4.19287653e+01   2.27987811e+01   2.27987811e+01
  1.64400000e+03  -3.67335897e+01   2.28388752e+01   2.28388752e+01
  1.64500000e+03  -5.64381515e+01   2.28793920e+01   2.28793920e+01
  1.64600000e+03   1.63465882e+01   2.29203016e+01   2.29203016e+01
  1.64700000e+03  -3.11035371e+01   2.29616183e+01   2.29616183e+01
  1.64800000e+03  -2.10906287e+01   2.30033167e+01   2.30033167e+01
  1.64900000e+03  -6.26830537e+00   2.30454046e+01   2.30454046e+01
  1.65000000e+03  -1.64017159e+01   2.30878832e+01   2.30878832e+01
  1.65100000e+03  -3.60943929e+01   2.31307377e+01   2.31307377e+01
  1.65200000e+03  -4.06986809e+01   2.31739589e+01   2.31739589e+01
  1.65300000e+03  -4.24550349e+01   2.32175464e+01   2.32175464e+01
  1.65400000e+03   1.74464462e+01   2.32614863e+01   2.32614863e+01
  1.65500000e+03  -2.80682774e+00   2.33057870e+01   2.33057870e+01
  1.65600000e+03  -1.09294257e+01   2.33504412e+01   2.33504412e+01
  1.65700000e+03  -2.56923468e+01   2.33954349e+01   2.33954349e+01
  1.65800000e+03  -3.64221928e+01   2.34407635e+01   2.34407635e+01
  1.65900000e+03  -5.10694830e+01   2.34864154e+01   2.34864154e+01
  1.66000000e+03  -1.13689384e+01   2.35323968e+01   2.35323968e+01
  1.66100000e+03  -1.76570211e+01   2.35786964e+01   2.35786964e+01
  1.66200000e+03  -1.54706325e+01   2.36253089e+01   2.36253089e+01
  1.66300000e+03  -4.52985866e+01   2.36722256e+01   2.36722256e+01
  1.66400000e+03   6.22304750e-01   2.37194432e+01   2.37194432e+01
  1.66500000e+03  -8.75189736e+00   2.37669547e+01   2.37669547e+01
  1.66600000e+03  -1.62574184e+01   2.38147585e+01   2.38147585e+01
  1.66700000e+03  -1.39646292e+01   2.38628398e+01   2.38628398e+01
  1.66800000e+03  -1.99042156e+01   2.39112052e+01   2.39112052e+01
  1.66900000e+03  -6.98130990e+01   2.39598332e+01   2.39598332e+01
  1.67000000e+03  -4.11149409e+01   2.40087223e+01   2.40087223e+01
  1.67100000e+03   5.29883651e+00   2.40578717e+01   2.40578717e+01
  1.67200000e+03  -2.60691869e+01   2.41072839e+01   2.41072839e+01
  1.67300000e+03  -3.79776434e+01   2.41569385e+01   2.41569385e+01
  1.67400000e+03  -3.03792740e+00   2.42068217e+01   2.42068217e+01
  1.67500000e+03   3.46631479e+00   2.42569480e+01   2.42569480e+01
  1.67600000e+03  -6.20077298e+01   2.43072935e+01   2.43072935e+01
  1.67700000e+03   2.77367369e+01   2.43578669e+01   2.43578669e+01
  1.67800000e+03  -4.44090915e+01   2.44086491e+01   2.44086491e+01
  1.67900000e+03  -3.22142952e+01   2.44596455e+01   2.44596455e+01
  1.68000000e+03  -2.81404898e+01   2.45108395e+01   2.45108395e+01
  1.68100000e+03  -4.71935192e+01   2.45622371e+01   2.45622371e+01
  1.68200000e+03  -2.98256897e+01   2.46138217e+01   2.46138217e+01
  1.68300000e+03  -3.54145273e+01   2.46655839e+01   2.46655839e+01
  1.68400000e+03  -3.65935059e+01   2.47175350e+01   2.47175350e+01
  1.68500000e+03   6.13922206e+00   2.47696555e+01   2.47696555e+01
  1.68600000e+03  -4.19557324e+01   2.48219466e+01   2.48219466e+01
  1.68700000e+03  -6.38353984e+01   2.48744010e+01   2.48744010e+01
  1.68800000e+03  -6.78855840e+01   2.49270025e+01   2.49270025e+01
  1.68900000e+03  -3.92394855e+01   2.49797616e+01   2.49797616e+01
  1.69000000e+03  -1.63217441e+01   2.50326614e+01   2.50326614e+01
  1.69100000e+03  -1.19895902e+01   2.50857000e+01   2.50857000e+01
  1.69200000e+03  -6.13371354e+01   2.51388667e+01   2.51388667e+01
  1.69300000e+03  -3.95268425e+01   2.51921593e+01   2.51921593e+01
  1.69400000e+03  -5.92423821e+01   2.52455729e+01   2.52455729e+01
  1.69500000e+03   5.81318082e-01   2.52991002e+01   2.52991002e+01
  1.69600000e+03  -4.07798133e+01   2.53527434e+01   2.53527434e+01
  1.69700000e+03  -2.01570376e+01   2.54064785e+01   2.54064785e+01
  1.69800000e+03   3.06275692e+00   2.54603090e+01   2.54603090e+01
  1.69900000e+03   1.42081826e+01   2.55142323e+01   2.55142323e+01
  1.70000000e+03  -7.65813037e+01   2.55682532e+01   2.55682532e+01
  1.70100000e+03  -4.77923666e+01   2.56223456e+01   2.56223456e+01
  1.70200000e+03  -1.79563434e+01   2.56765202e+01   2.56765202e+01
  1.70300000e+03  -5.11982110e+01   2.57307709e+01   2.57307709e+01
  1.70400000e+03  -1.65745481e+01   2.57850849e+01   2.57850849e+01
  1.70500000e+03  -2.12658714e+00   2.58394631e+01   2.58394631e+01
  1.70600000e+03  -4.26258969e+00   2.58939036e+01   2.58939036e+01
  1.70700000e+03  -1.31785137e+01   2.59483887e+01   2.59483887e+01
  1.70800000e+03  -2.49548615e+00   2.60029283e+01   2.60029283e+01
  1.70900000e+03  -1.63297275e+01   2.60575134e+01   2.60575134e+01
  1.71000000e+03  -9.80701128e+00   2.61121297e+01   2.61121297e+01
  1.71100000e+03  -3.95447884e+01   2.61667839e+01   2.61667839e+01
  1.71200000e+03  -3.21249369e+01   2.62214660e+01   2.62214660e+01
  1.71300000e+03  -4.58844918e+01   2.62761606e+01   2.62761606e+01
  1.71400000e+03  -4.34887203e+01   2.63308831e+01   2.63308831e+01
  1.71500000e+03  -5.93346433e+01   2.63856214e+01   2.63856214e+01
  1.71600000e+03   2.00871546e+01   2.64403729e+01   2.64403729e+01
  1.71700000e+03  -7.42435226e+01   2.64951232e+01   2.64951232e+01
  1.71800000e+03   1.08989793e+01   2.65498954e+01   2.65498954e+01
  1.71900000e+03  -1.34650664e+01   2.66046639e+01   2.66046639e+01
  1.72000000e+03  -1.13029575e+01   2.66594333e+01   2.66594333e+01
  1.72100000e+03  -2.67270667e+01   2.67142037e+01   2.67142037e+01
  1.72200000e+03  -1.01893066e+01   2.67689603e+01   2.67689603e+01
  1.72300000e+03   1.38625346e+01   2.68237066e+01   2.68237066e+01
  1.72400000e+03  -3.79600278e+01   2.68784353e+01   2.68784353e+01
  1.72500000e+03   1.08039586e+01   2.69331510e+01   2.69331510e+01
  1.72600000e+03   1.13282034e+01   2.69878544e+01   2.69878544e+01
  1.72700000e+03  -4.17690281e+01   2.70425226e+01   2.70425226e+01
  1.72800000e+03  -4.62202202e+01   2.70971612e+01   2.70971612e+01
  1.72900000e+03  -4.92671602e+01   2.71517685e+01   2.71517685e+01
  1.73000000e+03  -1.56319926e+01   2.72063510e+01   2.72063510e+01
  1.73100000e+03  -5.16836791e+01   2.72608858e+01   2.72608858e+01
  1.73200000e+03  -6.51971219e+01   2.73153835e+01   2.73153835e+01
  1.73300000e+03  -2.25749524e+01   2.73698456e+01   2.73698456e+01
  1.73400000e+03  -4.21626676e+01   2.74242606e+01   2.74242606e+01
  1.73500000e+03   2.21906168e+01   2.74786298e+01   2.74786298e+01
  1.73600000e+03  -6.25437778e+01   2.75329681e+01   2.75329681e+01
  1.73700000e+03  -6.23896670e+01   2.75872489e+01   2.75872489e+01
  1.73800000e+03  -2.34327296e+01   2.76414793e+01   2.76414793e+01
  1.73900000e+03  -3.71351618e+01   2.76956563e+01   2.76956563e+01
  1.74000000e+03  -8.46638234e+00   2.77497869e+01   2.77497869e+01
  1.74100000e+03   2.93019192e+00   2.78038624e+01   2.78038624e+01
  1.74200000e+03   2.21910756e+00   2.78578654e+01   2.78578654e+01
  1.74300000e+03  -5.74851079e+01   2.79118221e+01   2.79118221e+01
  1.74400000e+03  -2.92854061e+01   2.79657211e+01   2.79657211e+01
  1.74500000e+03   7.43400870e+00   2.80195517e+01   2.80195517e+01
  1.74600000e+03  -6.17927649e+01   2.80733095e+01   2.80733095e+01
  1.74700000e+03  -3.05224132e+01   2.81270064e+01   2.81270064e+01
  1.74800000e+03   1.00715303e+01   2.81806356e+01   2.81806356e+01
  1.74900000e+03  -4.14174021e+00   2.82342010e+01   2.82342010e+01
  1.75000000e+03  -5.65056230e+01   2.82876976e+01   2.82876976e+01
  1.75100000e+03  -6.65308332e+00   2.83411227e+01   2.83411227e+01
  1.75200000e+03   2.49525918e+01   2.83944894e+01   2.83944894e+01
  1.75300000e+03  -1.34535052e+01   2.84477892e+01   2.84477892e+01
  1.75400000e+03   1.00268530e+01   2.85010167e+01   2.85010167e+01
  1.75500000e+03  -1.32786183e+01   2.85541738e+01   2.85541738e+01
  1.75600000e+03  -4.38185234e+01   2.86072652e+01   2.86072652e+01
  1.75700000e+03  -4.45824256e+01   2.86602889e+01   2.86602889e+01
  1.75800000e+03  -7.23819564e+01   2.87132475e+01   2.87132475e+01
  1.75900000e+03  -3.04863895e+01   2.87661466e+01   2.87661466e+01
  1.76000000e+03   7.96074914e+00   2.88189644e+01   2.88189644e+01
  1.76100000e+03  -1.83299054e+01   2.88717169e+01   2.88717169e+01
  1.76200000e+03   2.41657686e+01   2.89243999e+01   2.89243999e+01
  1.76300000e+03  -2.55862975e+01   2.89770283e+01   2.89770283e+01
  1.76400000e+03  -1.01162395e+01   2.90295738e+01   2.90295738e+01
  1.76500000e+03  -1.45676084e+01   2.90820662e+01   2.90820662e+01
  1.76600000e+03   3.31846472e+01   2.91344828e+01   2.91344828e+01
  1.76700000e+03   3.68269368e+00   2.91868358e+01   2.91868358e+01
  1.76800000e+03   1.54812511e+01   2.92391403e+01   2.92391403e+01
  1.76900000e+03  -3.09989160e-01   2.92913758e+01   2.92913758e+01
  1.77000000e+03  -1.13251906e+01   2.93435598e+01   2.93435598e+01
  1.77100000e+03  -2.34091064e+01   2.93956894e+01   2.93956894e+01
  1.77200000e+03  -6.43700895e+01   2.94477481e+01   2.94477481e+01
  1.77300000e+03  -5.43210188e+01   2.94997652e+01   2.94997652e+01
  1.77400000e+03   1.03695506e+01   2.95517295e+01   2.95517295e+01
  1.77500000e+03  -6.81673477e+01   2.96036340e+01   2.96036340e+01
  1.77600000e+03   5.06817851e+01   2.96555007e+01   2.96555007e+01
  1.77700000e+03  -1.73682060e+00   2.97073164e+01   2.97073164e+01
  1.77800000e+03  -8.90822894e+01   2.97590895e+01   2.97590895e+01
  1.77900000e+03  -4.65193316e+01   2.98108066e+01   2.98108066e+01
  1.78000000e+03  -1.14480315e+01   2.98624927e+01   2.98624927e+01
  1.78100000e+03  -3.14968317e+01   2.99141338e+01   2.99141338e+01
  1.78200000e+03   4.42581441e+01   2.99657413e+01   2.99657413e+01
  1.78300000e+03  -4.86049541e+01   3.00173159e+01   3.00173159e+01
  1.78400000e+03  -2.32118314e+01   3.00688604e+01   3.00688604e+01
  1.78500000e+03  -4.02345098e+01   3.01203742e+01   3.01203742e+01
  1.78600000e+03  -6.53326813e+00   3.01718590e+01   3.01718590e+01
  1.78700000e+03   1.75800289e+01   3.02233213e+01   3.02233213e+01
  1.78800000e+03   3.98517548e+01   3.02747604e+01   3.02747604e+01
  1.78900000e+03  -2.09976984e+01   3.03261821e+01   3.03261821e+01
  1.79000000e+03  -3.66195268e+00   3.03776006e+01   3.03776006e+01
  1.79100000e+03   8.95182645e+00   3.04289956e+01   3.04289956e+01
  1.79200000e+03  -3.65615184e+01   3.04803824e+01   3.04803824e+01
  1.79300000e+03  -3.10038521e+01   3.05317563e+01   3.05317563e+01
  1.79400000e+03   4.10876511e+01   3.05831450e+01   3.05831450e+01
  1.79500000e+03  -1.88279420e+01   3.06345177e+01   3.06345177e+01
  1.79600000e+03  -1.05746862e+01   3.06858938e+01   3.06858938e+01
  1.79700000e+03  -4.83037777e+01   3.07372881e+01   3.07372881e+01
  1.79800000e+03   1.49305633e-01   3.07886729e+01   3.07886729e+01
  1.79900000e+03   2.00286629e+00   3.08400713e+01   3.08400713e+01
  1.80000000e+03  -3.62547428e+01   3.08915072e+01   3.08915072e+01
  1.80100000e+03   3.64830729e+01   3.09429507e+01   3.09429507e+01
  1.80200000e+03  -1.76933481e+00   3.09944184e+01   3.09944184e+01
  1.80300000e+03   3.77730179e+01   3.10459088e+01   3.10459088e+01
  1.80400000e+03  -1.49991625e+01   3.10974432e+01   3.10974432e+01
  1.80500000e+03  -8.93526408e+01   3.11490136e+01   3.11490136e+01
  1.80600000e+03   3.88258660e+01   3.12006083e+01   3.12006083e+01
  1.80700000e+03  -2.28267877e+01   3.12522630e+01   3.12522630e+01
  1.80800000e+03  -3.53051379e+01   3.13039661e+01   3.13039661e+01
  1.80900000e+03   1.22710040e+01   3.13557088e+01   3.13557088e+01
  1.81000000e+03  -4.02988235e+01   3.14075190e+01   3.14075190e+01
  1.81100000e+03   1.36548564e+01   3.14593928e+01   3.14593928e+01
  1.81200000e+03  -2.39466950e+01   3.15113352e+01   3.15113352e+01
  1.81300000e+03   1.28185379e+00   3.15633457e+01   3.15633457e+01
  1.81400000e+03  -1.39187053e+01   3.16154156e+01   3.16154156e+01
  1.81500000e+03   4.17224196e+01   3.16675775e+01   3.16675775e+01
  1.81600000e+03   3.55535924e+01   3.17198315e+01   3.17198315e+01
  1.81700000e+03  -3.79752908e+01   3.17721738e+01   3.17721738e+01
  1.81800000e+03   1.53947274e+01   3.18245971e+01   3.18245971e+01
  1.81900000e+03   3.01223335e+01   3.18771250e+01   3.18771250e+01
  1.82000000e+03  -9.79706178e+00   3.19297541e+01   3.19297541e+01
  1.82100000e+03  -2.08717121e+01   3.19824903e+01   3.19824903e+01
  1.82200000e+03   4.97852256e+00   3.20353330e+01   3.20353330e+01
  1.82300000e+03   4.69868870e+01   3.20883092e+01   3.20883092e+01
  1.82400000e+03   1.06384380e+01   3.21413969e+01   3.21413969e+01
  1.82500000e+03  -3.57473674e+01   3.21946049e+01   3.21946049e+01
  1.82600000e+03  -3.56702424e+01   3.22479404e+01   3.22479404e+01
  1.82700000e+03   4.20297204e+01   3.23014201e+01   3.23014201e+01
  1.82800000e+03  -1.69754975e+01   3.23550489e+01   3.23550489e+01
  1.82900000e+03  -2.65929107e+01   3.24088137e+01   3.24088137e+01
  1.83000000e+03  -1.70150318e+00   3.24627216e+01   3.24627216e+01
  1.83100000e+03  -6.02180089e+01   3.25168054e+01   3.25168054e+01
  1.83200000e+03   3.57174534e+01   3.25710424e+01   3.25710424e+01
  1.83300000e+03   3.15214493e+00   3.26254561e+01   3.26254561e+01
  1.83400000e+03  -2.17645301e+01   3.26800215e+01   3.26800215e+01
  1.83500000e+03   1.99589021e+01   3.27347647e+01   3.27347647e+01
  1.83600000e+03   1.60448489e+01   3.27897056e+01   3.27897056e+01
  1.83700000e+03  -3.25497197e+00   3.28448333e+01   3.28448333e+01
  1.83800000e+03  -8.79575299e+00   3.29001332e+01   3.29001332e+01
  1.83900000e+03  -9.79210242e+00   3.29556517e+01   3.29556517e+01
  1.84000000e+03   2.43499894e+01   3.30113547e+01   3.30113547e+01
  1.84100000e+03  -1.24386914e+01   3.30672795e+01   3.30672795e+01
  1.84200000e+03  -2.49196011e+01   3.31234177e+01   3.31234177e+01
  1.84300000e+03  -4.28722739e+01   3.31797595e+01   3.31797595e+01
  1.84400000e+03  -5.51383817e+01   3.32363417e+01   3.32363417e+01
  1.84500000e+03  -1.47348779e+01   3.32931504e+01   3.32931504e+01
  1.84600000e+03  -3.32995042e+01   3.33501962e+01   3.33501962e+01
  1.84700000e+03   7.99048813e+01   3.34074664e+01   3.34074664e+01
  1.84800000e+03  -4.50752876e+01   3.34650029e+01   3.34650029e+01
  1.84900000e+03   2.88089431e+01   3.35227949e+01   3.35227949e+01
  1.85000000e+03   2.59031970e+01   3.35808333e+01   3.35808333e+01
  1.85100000e+03  -1.43470993e+01   3.36391369e+01   3.36391369e+01
  1.85200000e+03  -6.20502363e+00   3.36977044e+01   3.36977044e+01
  1.85300000e+03   4.51019729e+01   3.37565378e+01   3.37565378e+01
  1.85400000e+03  -3.08108954e+01   3.38156533e+01   3.38156533e+01
  1.85500000e+03   4.72732385e+01   3.38750460e+01   3.38750460e+01
